TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
CTCFL,2.071,1.92E-02,1.071,0.587,0.125,8.81E-03
NFIA,1.076,1.41E-01,1.987,0.508,0.125,8.89E-03
SMAD3,1.682,4.63E-02,1.226,0.56,0.128,9.35E-03
SCRT1,1.165,1.22E-01,2.079,0.494,0.128,9.51E-03
HOTAIR,1.547,6.09E-02,2.135,0.482,0.13,1.00E-02
FOXH1,1.217,1.12E-01,1.998,0.495,0.13,1.00E-02
CBX2,1.304,9.61E-02,1.467,0.539,0.131,1.01E-02
GTF2I,2.214,1.34E-02,1.39,0.517,0.132,1.03E-02
TERC,1.723,4.24E-02,1.874,0.49,0.132,1.04E-02
SMAD2,1.658,4.87E-02,1.86,0.492,0.133,1.06E-02
CDK2,1.146,1.26E-01,2.242,0.484,0.134,1.08E-02
HLF,1.156,1.24E-01,2.142,0.485,0.137,1.15E-02
ZBTB48,2.183,1.45E-02,1.287,0.521,0.137,1.17E-02
HHEX,1.221,1.11E-01,1.968,0.492,0.137,1.17E-02
SSU72,1.085,1.39E-01,1.66,0.518,0.139,1.21E-02
RYBP,2.02,2.17E-02,0.757,0.59,0.139,1.22E-02
ATF4,1.432,7.61E-02,1.975,0.484,0.141,1.26E-02
TCF7,0.803,2.11E-01,1.795,0.528,0.142,1.30E-02
PAX3,0.899,1.84E-01,2.047,0.492,0.146,1.39E-02
NR2F6,1.075,1.41E-01,1.626,0.51,0.147,1.43E-02
GLIS1,1.553,6.02E-02,1.537,0.502,0.147,1.44E-02
MYOG,1.058,1.45E-01,1.986,0.488,0.148,1.46E-02
ZIM3,1.049,1.47E-01,2.041,0.483,0.149,1.48E-02
GRHL3,1.421,7.76E-02,1.489,0.503,0.15,1.53E-02
DRAP1,1.193,1.16E-01,1.343,0.529,0.15,1.53E-02
HCFC1R1,0.981,1.63E-01,1.778,0.502,0.151,1.54E-02
FANCD2,0.827,2.04E-01,2.171,0.484,0.152,1.58E-02
CREM,1.061,1.44E-01,1.328,0.534,0.152,1.59E-02
TRIM28,0.72,2.36E-01,1.921,0.517,0.153,1.61E-02
TFAP4,1.474,7.02E-02,1.946,0.476,0.154,1.64E-02
ZNF2,1.254,1.05E-01,1.217,0.53,0.156,1.71E-02
NR1H3,1.56,5.93E-02,1.513,0.491,0.158,1.77E-02
SOX11,0.783,2.17E-01,2.111,0.486,0.158,1.77E-02
EHMT2,0.979,1.64E-01,1.952,0.486,0.159,1.79E-02
NR2F2,1.445,7.43E-02,1.396,0.501,0.16,1.83E-02
CDCA2,0.902,1.84E-01,1.849,0.492,0.16,1.83E-02
ZNF793,0.993,1.60E-01,2.092,0.475,0.161,1.89E-02
RING1,1.123,1.31E-01,1.65,0.491,0.162,1.91E-02
PRDM6,1.031,1.51E-01,1.473,0.508,0.162,1.91E-02
DUX4,1.025,1.53E-01,1.982,0.477,0.164,1.97E-02
MAFF,0.8,2.12E-01,2.02,0.484,0.164,2.00E-02
NFIL3,0.954,1.70E-01,1.634,0.499,0.166,2.05E-02
NKX2-1,1.027,1.52E-01,1.628,0.49,0.17,2.20E-02
NR2F1,0.893,1.86E-01,1.514,0.503,0.172,2.30E-02
DPPA2,0.797,2.13E-01,1.979,0.48,0.174,2.36E-02
MAFK,0.89,1.87E-01,1.551,0.5,0.174,2.37E-02
PITX3,0.777,2.18E-01,2.045,0.477,0.174,2.39E-02
KDM4A,1.685,4.60E-02,1.064,0.503,0.175,2.43E-02
IRF5,0.771,2.21E-01,2.079,0.477,0.176,2.46E-02
BCAT1,1.005,1.57E-01,1.798,0.477,0.178,2.54E-02
PRDM1,1.118,1.32E-01,1.291,0.501,0.179,2.57E-02
CHAT,0.926,1.77E-01,2.081,0.464,0.179,2.57E-02
ZXDC,0.786,2.16E-01,1.95,0.478,0.179,2.60E-02
DROSHA,1.3,9.69E-02,0.489,0.549,0.183,2.74E-02
ZNF22,0.755,2.25E-01,2.065,0.474,0.183,2.76E-02
SON,0.98,1.64E-01,1.279,0.502,0.185,2.86E-02
RARG,1.262,1.04E-01,1.052,0.503,0.186,2.89E-02
SCRT2,0.939,1.74E-01,2.008,0.462,0.187,2.94E-02
MCM2,0.757,2.24E-01,1.995,0.475,0.187,2.94E-02
HOXA9,0.727,2.34E-01,1.381,0.513,0.188,2.97E-02
ESRRA,0.634,2.63E-01,1.188,0.545,0.188,2.99E-02
OSR2,1.053,1.46E-01,1.707,0.471,0.189,3.03E-02
MBD1,1.416,7.85E-02,0.871,0.503,0.19,3.08E-02
NME2,0.955,1.70E-01,1.924,0.466,0.19,3.10E-02
KLF4,1.378,8.41E-02,1.449,0.473,0.192,3.17E-02
HES1,0.627,2.65E-01,1.496,0.507,0.193,3.22E-02
KDM1B,0.679,2.49E-01,2.241,0.464,0.194,3.29E-02
SATB1,0.614,2.70E-01,2.233,0.467,0.197,3.46E-02
CNOT3,1.318,9.38E-02,0.875,0.499,0.198,3.48E-02
ZNF512,1.019,1.54E-01,1.547,0.473,0.199,3.54E-02
FEZF1,1.096,1.37E-01,1.673,0.462,0.199,3.55E-02
ZNF701,0.773,2.20E-01,1.713,0.477,0.2,3.59E-02
CTBP1,0.944,1.73E-01,1.425,0.48,0.2,3.61E-02
ZNF382,1.027,1.52E-01,1.898,0.453,0.201,3.63E-02
ETV5,0.783,2.17E-01,1.083,0.51,0.204,3.83E-02
MBD4,0.804,2.11E-01,1.471,0.481,0.205,3.87E-02
MECOM,0.809,2.09E-01,1.429,0.482,0.206,3.91E-02
CAMTA2,0.794,2.14E-01,1.488,0.479,0.206,3.95E-02
CLOCK,0.484,3.14E-01,2.199,0.471,0.206,3.95E-02
ZNF485,0.673,2.50E-01,2.005,0.463,0.208,4.04E-02
ZNF317,0.731,2.33E-01,1.956,0.461,0.211,4.25E-02
SMARCC1,0.904,1.83E-01,0.565,0.527,0.211,4.25E-02
PRDM14,0.776,2.19E-01,1.501,0.477,0.212,4.27E-02
MRE11A,0.964,1.68E-01,1.238,0.479,0.212,4.32E-02
ZNF490,0.614,2.70E-01,2.166,0.455,0.213,4.34E-02
