TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
TFAP4,0.377,3.53E-01,0.45,0.408,0.39,2.65E-01
CD74,0.29,3.86E-01,0.292,0.416,0.395,2.75E-01
SMAD4,-0.325,6.28E-01,0.021,0.476,0.399,2.82E-01
ZNF600,0.623,2.67E-01,0.514,0.388,0.399,2.83E-01
ZNF257,0.527,2.99E-01,0.54,0.392,0.4,2.84E-01
FOXP2,0.59,2.77E-01,0.19,0.399,0.4,2.84E-01
ZNF93,0.364,3.58E-01,1.067,0.379,0.401,2.86E-01
ZBTB6,0.548,2.92E-01,0.294,0.398,0.402,2.87E-01
ZNF175,0.199,4.21E-01,1.404,0.375,0.403,2.90E-01
AHR,-0.16,5.64E-01,1.047,0.408,0.404,2.91E-01
RCOR1,-0.096,5.38E-01,0.146,0.436,0.407,2.97E-01
MAF,-0.414,6.61E-01,-0.239,0.49,0.407,2.97E-01
ADNP,0.495,3.10E-01,0.622,0.384,0.408,2.99E-01
NFE2,0.081,4.68E-01,0.151,0.423,0.409,3.02E-01
TCF7,0.039,4.85E-01,0.787,0.404,0.409,3.02E-01
KDM2B,0.308,3.79E-01,-1.643,0.481,0.41,3.04E-01
C11orf30,0.238,4.06E-01,0.845,0.389,0.411,3.05E-01
EZH1,0.01,4.96E-01,-1.385,0.498,0.411,3.06E-01
TBL1XR1,0.361,3.59E-01,0.1,0.407,0.413,3.11E-01
GLI2,-0.395,6.54E-01,-1.382,0.598,0.416,3.17E-01
ESR1,-1.408,9.21E-01,0.933,0.503,0.417,3.19E-01
STAT3,0.179,4.29E-01,0.03,0.413,0.418,3.21E-01
ZNF366,0.275,3.92E-01,0.274,0.402,0.419,3.22E-01
SUMO2,-0.38,6.48E-01,1.145,0.409,0.419,3.23E-01
POU2F1,0.033,4.87E-01,1.634,0.354,0.425,3.36E-01
SSRP1,-0.351,6.37E-01,0.962,0.408,0.426,3.37E-01
TTF2,-0.168,5.67E-01,-0.638,0.449,0.427,3.40E-01
ZNF121,0.251,4.01E-01,0.284,0.397,0.428,3.42E-01
NCAPG2,0.171,4.32E-01,1.188,0.363,0.428,3.42E-01
CHAMP1,0.373,3.55E-01,0.476,0.38,0.429,3.43E-01
EGR2,0.3,3.82E-01,-0.152,0.407,0.43,3.45E-01
CBX6,0.361,3.59E-01,-0.046,0.4,0.43,3.45E-01
NCOR2,0.329,3.71E-01,0.297,0.393,0.43,3.45E-01
TERF2,0.354,3.62E-01,0.523,0.379,0.432,3.51E-01
MBD1,0.37,3.56E-01,-0.448,0.405,0.435,3.55E-01
