TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
ZFP28,1.725,4.23E-02,2.711,0.538,0.105,5.26E-03
ZNF202,1.975,2.42E-02,2.512,0.538,0.106,5.42E-03
PAX3,1.366,8.60E-02,2.585,0.553,0.106,5.42E-03
PRDM1,2.331,9.88E-03,2.409,0.536,0.107,5.48E-03
CHRM2,1.581,5.70E-02,1.906,0.597,0.107,5.59E-03
TAL1,2.127,1.67E-02,1.601,0.6,0.109,5.87E-03
PRDM6,1.533,6.27E-02,2.039,0.58,0.11,5.99E-03
RING1,1.438,7.53E-02,1.972,0.596,0.11,6.05E-03
NR2F2,1.84,3.29E-02,1.662,0.593,0.117,7.18E-03
PITX3,1.281,1.00E-01,2.925,0.542,0.118,7.31E-03
LMNA,1.158,1.23E-01,2.182,0.599,0.118,7.38E-03
SMARCC1,2.292,1.10E-02,1.365,0.61,0.118,7.38E-03
KLF11,2.488,6.43E-03,1.694,0.561,0.118,7.44E-03
ZNF382,2.2,1.39E-02,2.966,0.519,0.119,7.51E-03
NANOG,3.123,8.95E-04,1.866,0.545,0.119,7.58E-03
MEF2A,1.665,4.79E-02,2.178,0.548,0.12,7.79E-03
GTF3C5,1.992,2.32E-02,1.701,0.568,0.121,8.00E-03
FOXA2,2.742,3.05E-03,1.767,0.549,0.123,8.36E-03
MKL2,2.527,5.76E-03,1.757,0.55,0.124,8.66E-03
RYBP,2.371,8.87E-03,1.124,0.654,0.125,8.73E-03
ZNF445,1.312,9.48E-02,2.421,0.546,0.127,9.27E-03
ZNF317,1.776,3.79E-02,2.835,0.52,0.128,9.51E-03
ZFP64,1.516,6.48E-02,2.58,0.531,0.129,9.75E-03
BRD9,1.769,3.84E-02,2.057,0.541,0.132,1.03E-02
HIRA,1.75,4.01E-02,2.021,0.543,0.133,1.05E-02
MYOG,1.629,5.17E-02,2.485,0.529,0.133,1.05E-02
TRIM22,1.872,3.06E-02,1.749,0.553,0.134,1.09E-02
HOXA9,1.628,5.17E-02,2.246,0.534,0.135,1.11E-02
KDM2B,5.123,1.50E-07,0.745,0.661,0.137,1.16E-02
LYL1,2.326,1.00E-02,1.613,0.55,0.137,1.17E-02
ZIM3,1.575,5.76E-02,2.529,0.526,0.14,1.23E-02
EBNA3C,2.062,1.96E-02,1.831,0.54,0.14,1.23E-02
NR3C1,1.879,3.01E-02,1.115,0.623,0.14,1.24E-02
EP300,1.811,3.51E-02,0.956,0.72,0.143,1.32E-02
SS18,1.477,6.99E-02,2.761,0.521,0.143,1.32E-02
SMN1,1.18,1.19E-01,2.87,0.531,0.143,1.32E-02
FOXP2,1.558,5.96E-02,2.398,0.527,0.144,1.35E-02
CHAT,1.497,6.72E-02,2.549,0.525,0.145,1.38E-02
