TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
TET1,0.678,2.49E-01,-0.331,0.483,0.462,4.15E-01
SMAD3,-0.463,6.79E-01,0.306,0.502,0.462,4.16E-01
SP2,0.349,3.64E-01,-0.83,0.512,0.465,4.22E-01
ZFP69B,0.607,2.72E-01,-0.096,0.473,0.468,4.29E-01
ZNF768,0.142,4.43E-01,1.03,0.454,0.469,4.30E-01
ZNF121,0.393,3.47E-01,0.502,0.461,0.469,4.30E-01
DROSHA,0.652,2.57E-01,-0.424,0.485,0.469,4.30E-01
LARP7,-1.245,8.94E-01,-0.424,0.569,0.469,4.31E-01
HLF,0.131,4.48E-01,1.073,0.451,0.469,4.32E-01
GATA1,-0.569,7.15E-01,0.647,0.49,0.471,4.36E-01
KLF16,0.223,4.12E-01,0.607,0.462,0.472,4.36E-01
E2F6,0.507,3.06E-01,-0.861,0.501,0.473,4.39E-01
STAT5,-0.199,5.79E-01,0.167,0.491,0.476,4.46E-01
NFE2L1,-0.428,6.66E-01,0.631,0.482,0.476,4.47E-01
PBX1,-0.404,6.57E-01,0.217,0.494,0.477,4.49E-01
LDB1,0.097,4.61E-01,1.002,0.451,0.478,4.52E-01
TBP,0.218,4.14E-01,-1.015,0.517,0.48,4.55E-01
BCL11B,0.687,2.46E-01,-0.502,0.48,0.48,4.56E-01
TFAP4,-0.473,6.82E-01,-0.709,0.524,0.481,4.57E-01
BTAF1,0.228,4.10E-01,0.539,0.459,0.481,4.58E-01
PML,-0.497,6.90E-01,-0.584,0.521,0.482,4.60E-01
MAFF,-0.035,5.14E-01,1.003,0.453,0.483,4.62E-01
MLLT3,0.355,3.61E-01,0.252,0.466,0.483,4.63E-01
MAFG,0.027,4.89E-01,1.007,0.447,0.484,4.65E-01
SCRT1,0.008,4.97E-01,0.769,0.458,0.484,4.65E-01
MORC2,0.121,4.52E-01,-0.373,0.493,0.486,4.69E-01
CCNT2,0.448,3.27E-01,-0.137,0.472,0.486,4.69E-01
HSF1,-0.317,6.24E-01,-1.299,0.549,0.487,4.70E-01
SF1,-0.144,5.57E-01,1.274,0.439,0.488,4.73E-01
ZNF554,0.118,4.53E-01,0.649,0.452,0.49,4.77E-01
TEAD1-TEAD4,0.126,4.50E-01,0.59,0.453,0.492,4.82E-01
FOXP3,0.357,3.61E-01,-0.061,0.471,0.492,4.82E-01
HDAC1,-0.286,6.13E-01,-1.251,0.537,0.495,4.89E-01
SNAI2,-0.43,6.66E-01,0.007,0.491,0.498,4.96E-01
RXRG,0.004,4.99E-01,-0.03,0.478,0.501,5.03E-01
SP3,0.644,2.60E-01,-0.643,0.474,0.501,5.03E-01
FOS,-0.946,8.28E-01,-0.002,0.509,0.503,5.06E-01
ERF,-0.21,5.83E-01,0.712,0.453,0.503,5.06E-01
NKX2-1,-0.744,7.72E-01,0.282,0.492,0.503,5.07E-01
TSC22D4,-1.502,9.33E-01,0.138,0.523,0.503,5.07E-01
EGR1,0.08,4.68E-01,-1.106,0.513,0.505,5.11E-01
CUX1,-1.513,9.35E-01,-0.461,0.554,0.506,5.14E-01
JUND,-1.693,9.55E-01,-0.473,0.572,0.508,5.19E-01
PR,-4.78,1.00E+00,-0.216,0.624,0.508,5.19E-01
ZNF414,0.437,3.31E-01,-0.542,0.473,0.51,5.23E-01
TEAD4,-2.003,9.77E-01,-0.351,0.578,0.512,5.26E-01
ATF7IP,-0.454,6.75E-01,0.807,0.456,0.512,5.26E-01
ATF3,-0.788,7.85E-01,-0.9,0.529,0.515,5.33E-01
HOXB13,-0.958,8.31E-01,0.926,0.474,0.515,5.33E-01
KLF17,0.45,3.26E-01,-0.441,0.465,0.517,5.37E-01
ZSCAN22,0.466,3.21E-01,-0.69,0.469,0.523,5.51E-01
INTS3,0.208,4.17E-01,-0.066,0.457,0.524,5.54E-01
ARID1A,-0.384,6.49E-01,0.559,0.449,0.526,5.58E-01
AFF4,0.184,4.27E-01,-0.871,0.489,0.528,5.62E-01
TSHZ1,0.058,4.77E-01,0.156,0.452,0.528,5.62E-01
MAFB,0.277,3.91E-01,-0.269,0.461,0.528,5.62E-01
GATA3,-5.302,1.00E+00,0.196,0.545,0.531,5.69E-01
TCOF1,0.391,3.48E-01,-0.68,0.468,0.531,5.70E-01
POLR2A,-1.744,9.59E-01,-1.063,0.616,0.533,5.73E-01
YY1,-0.951,8.29E-01,-1.094,0.535,0.533,5.73E-01
TLX1,-0.038,5.15E-01,0.305,0.444,0.534,5.77E-01
ZNF707,-1.013,8.45E-01,0.433,0.481,0.536,5.81E-01
POU3F2,-0.012,5.05E-01,0.072,0.45,0.536,5.81E-01
CHD2,-0.132,5.52E-01,-1.382,0.513,0.537,5.83E-01
FAM208A,0.42,3.37E-01,-0.719,0.463,0.54,5.90E-01
BRD1,0.436,3.31E-01,-0.914,0.471,0.544,5.98E-01
DEK,0.105,4.58E-01,-0.42,0.462,0.546,6.04E-01
TLE3,-0.836,7.99E-01,0.865,0.448,0.547,6.04E-01
GTF2B,-1.012,8.44E-01,-1.066,0.524,0.547,6.06E-01
L3MBTL2,0.051,4.80E-01,-0.15,0.449,0.548,6.07E-01
ZNF18,-0.119,5.47E-01,-0.487,0.471,0.548,6.07E-01
ZNF346,0.306,3.80E-01,-0.655,0.46,0.55,6.12E-01
