TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
CTCF,28.039,2.70E-173,2.137,0.594,0.058,8.56E-04
SMC3,7.3,1.44E-13,2.043,0.665,0.06,9.91E-04
HNF1A,2.667,3.83E-03,2.428,0.562,0.062,1.06E-03
PAX3,1.584,5.66E-02,2.838,0.561,0.063,1.12E-03
HAND2,1.577,5.74E-02,2.863,0.559,0.063,1.14E-03
TCF4,2.557,5.28E-03,2.288,0.593,0.064,1.20E-03
MEF2B,4.256,1.04E-05,2.412,0.548,0.067,1.32E-03
SUMO2,2.342,9.60E-03,2.658,0.536,0.067,1.35E-03
CTNNB1,1.659,4.85E-02,2.489,0.581,0.068,1.41E-03
MYOG,1.899,2.88E-02,2.721,0.536,0.069,1.50E-03
NUP98-HOXA9,1.651,4.94E-02,2.43,0.578,0.074,1.85E-03
FOXH1,1.922,2.73E-02,2.636,0.53,0.075,1.91E-03
GATA3,4.267,9.92E-06,2.147,0.552,0.079,2.23E-03
CHD5,1.565,5.88E-02,2.537,0.557,0.08,2.29E-03
SMC1A,6.187,3.07E-10,1.812,0.6,0.081,2.38E-03
ZNF654,2.318,1.02E-02,2.15,0.574,0.081,2.38E-03
POLR3D,2.831,2.32E-03,2.098,0.564,0.083,2.54E-03
STAG1,7.059,8.39E-13,1.693,0.601,0.083,2.61E-03
EZH2,8.506,9.00E-18,1.55,0.783,0.085,2.75E-03
SUMO1,4.873,5.49E-07,1.983,0.559,0.086,2.85E-03
GATA2,3.736,9.35E-05,2.324,0.518,0.087,2.93E-03
TOP1,2.622,4.37E-03,2.306,0.529,0.088,3.04E-03
NME2,1.755,3.97E-02,2.56,0.516,0.088,3.11E-03
ARID1A,1.65,4.95E-02,2.388,0.551,0.089,3.15E-03
NR3C1,4.849,6.22E-07,1.626,0.608,0.09,3.31E-03
ESR1,9.022,9.25E-20,1.793,0.561,0.091,3.35E-03
SSU72,1.594,5.55E-02,2.3,0.562,0.091,3.39E-03
FEZF1,2.013,2.21E-02,2.711,0.496,0.091,3.43E-03
EHMT2,2.207,1.37E-02,2.719,0.49,0.093,3.59E-03
SMAD3,2.575,5.01E-03,1.609,0.77,0.093,3.63E-03
ZBTB2,1.919,2.75E-02,2.217,0.542,0.095,3.89E-03
OSR2,1.79,3.68E-02,2.632,0.5,0.096,3.93E-03
ZNF800,1.574,5.77E-02,3.145,0.491,0.096,3.98E-03
ZIM3,1.651,4.93E-02,2.6,0.503,0.098,4.30E-03
PRDM6,1.615,5.31E-02,2.132,0.567,0.099,4.35E-03
HHEX,1.711,4.35E-02,2.457,0.508,0.101,4.64E-03
PR,4.222,1.21E-05,2.242,0.497,0.105,5.15E-03
HOTAIR,2.196,1.41E-02,2.527,0.49,0.105,5.15E-03
JARID2,5.288,6.18E-08,1.263,0.719,0.105,5.15E-03
PAX6,1.037,1.50E-01,2.677,0.547,0.106,5.42E-03
SOX11,1.398,8.11E-02,2.707,0.503,0.107,5.48E-03
NR2F2,2.3,1.07E-02,1.972,0.538,0.108,5.64E-03
SMAD1,1.497,6.72E-02,1.802,0.688,0.109,5.87E-03
PITX3,1.209,1.13E-01,2.798,0.504,0.11,5.93E-03
NEUROG2,3.861,5.65E-05,1.931,0.517,0.11,5.99E-03
ZFP57,1.822,3.43E-02,2.079,0.536,0.111,6.11E-03
ARID3A,1.742,4.08E-02,2.08,0.536,0.112,6.29E-03
SCRT1,1.701,4.45E-02,2.686,0.481,0.112,6.35E-03
PRDM1,1.916,2.77E-02,2.026,0.536,0.113,6.41E-03
CHAT,1.572,5.79E-02,2.611,0.491,0.114,6.72E-03
ZNF317,1.577,5.74E-02,2.668,0.486,0.115,6.79E-03
BMI1,1.795,3.63E-02,1.597,0.588,0.115,6.91E-03
TSC22D4,1.661,4.84E-02,2.544,0.485,0.115,6.91E-03
ZNF382,2.103,1.77E-02,2.878,0.467,0.116,7.04E-03
EED,1.487,6.86E-02,1.787,0.601,0.117,7.18E-03
HNF4A,2.575,5.01E-03,1.554,0.556,0.119,7.51E-03
SUZ12,4.157,1.62E-05,1.077,0.755,0.119,7.58E-03
NR2F1,1.546,6.11E-02,2.203,0.52,0.12,7.72E-03
TRIM28,1.676,4.69E-02,2.403,0.491,0.122,8.22E-03
BCL11A,1.102,1.35E-01,1.937,0.65,0.123,8.29E-03
SFPQ,1.132,1.29E-01,3.026,0.491,0.123,8.36E-03
FOXO1,1.939,2.63E-02,1.899,0.514,0.127,9.20E-03
DMC1,1.188,1.18E-01,2.541,0.5,0.127,9.20E-03
ZNF169,1.193,1.17E-01,2.471,0.501,0.129,9.75E-03
KDM3B,1.755,3.97E-02,1.65,0.544,0.13,9.83E-03
CHD7,1.373,8.48E-02,1.607,0.6,0.131,1.01E-02
CDK2,1.438,7.53E-02,2.515,0.485,0.131,1.01E-02
KDM1B,1.121,1.31E-01,2.817,0.489,0.131,1.01E-02
PPARG,3.171,7.59E-04,1.399,0.535,0.136,1.12E-02
HLF,1.473,7.04E-02,2.473,0.479,0.136,1.12E-02
RNF2,1.991,2.32E-02,1.173,0.581,0.137,1.17E-02
ERF,1.465,7.15E-02,2.386,0.488,0.137,1.17E-02
ZNF26,1.083,1.40E-01,2.772,0.483,0.137,1.17E-02
EP300,1.865,3.11E-02,0.968,0.741,0.138,1.19E-02
ZNF680,1.566,5.87E-02,2.534,0.473,0.139,1.20E-02
TERC,2.086,1.85E-02,2.084,0.483,0.14,1.23E-02
DUX4,1.538,6.20E-02,2.37,0.483,0.14,1.24E-02
ZNF490,1.07,1.42E-01,2.761,0.482,0.14,1.24E-02
SMAD2-SMAD3,1.641,5.04E-02,1.605,0.538,0.141,1.26E-02
HOXA9,1.419,7.79E-02,2.046,0.512,0.141,1.26E-02
GFI1B,1.238,1.08E-01,2.714,0.473,0.142,1.30E-02
MCM2,1.152,1.25E-01,2.435,0.494,0.142,1.30E-02
NFIA,1.331,9.16E-02,2.306,0.493,0.143,1.31E-02
CDX2,1.238,1.08E-01,1.875,0.537,0.144,1.34E-02
ZNF793,1.362,8.66E-02,2.483,0.475,0.145,1.37E-02
SOX10,1.182,1.19E-01,2.223,0.499,0.148,1.45E-02
