TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
PCGF2,1.924,2.72E-02,1.868,0.476,0.16,1.84E-02
PRDM6,1.509,6.57E-02,2.012,0.483,0.16,1.84E-02
SNAI2,2.677,3.71E-03,1.534,0.476,0.164,1.98E-02
SMARCA4,2.25,1.22E-02,1.205,0.506,0.165,2.01E-02
SIX1,1.559,5.96E-02,2.392,0.454,0.166,2.05E-02
ZBTB48,2.407,8.04E-03,1.388,0.481,0.167,2.09E-02
MAFF,1.475,7.01E-02,2.841,0.437,0.167,2.09E-02
CHD7,1.457,7.26E-02,1.692,0.506,0.169,2.18E-02
MEIS1,1.912,2.80E-02,1.996,0.459,0.169,2.18E-02
CEBPG,1.73,4.18E-02,2.314,0.446,0.172,2.30E-02
SMARCE1,1.142,1.27E-01,2.331,0.473,0.173,2.31E-02
JUN,3.211,6.61E-04,1.298,0.47,0.174,2.37E-02
FOS,1.876,3.03E-02,1.451,0.485,0.174,2.39E-02
DPPA2,1.216,1.12E-01,2.597,0.454,0.174,2.39E-02
LDB1,1.234,1.09E-01,2.478,0.456,0.176,2.44E-02
SF1,1.105,1.35E-01,2.934,0.442,0.177,2.49E-02
HNF4G,1.49,6.81E-02,1.603,0.495,0.177,2.51E-02
ZNF384,1.409,7.95E-02,1.908,0.479,0.178,2.54E-02
CEBPA,1.423,7.73E-02,1.069,0.666,0.178,2.55E-02
IKZF1,2.833,2.31E-03,1.674,0.451,0.18,2.63E-02
MAFG,1.485,6.88E-02,2.589,0.436,0.18,2.63E-02
SRCAP,1.111,1.33E-01,2.849,0.442,0.18,2.63E-02
ILK,1.461,7.19E-02,2.635,0.435,0.181,2.66E-02
BCL11A,0.943,1.73E-01,1.684,0.541,0.182,2.71E-02
ZNF445,1.242,1.07E-01,2.346,0.457,0.182,2.71E-02
ZNF486,1.298,9.71E-02,2.984,0.424,0.183,2.74E-02
LMNB1,1.211,1.13E-01,2.435,0.453,0.183,2.76E-02
NFE2L1,1.816,3.47E-02,2.169,0.437,0.184,2.79E-02
PITX3,1.136,1.28E-01,2.671,0.445,0.184,2.81E-02
KDM1A,1.557,5.97E-02,1.867,0.466,0.187,2.96E-02
SPIB,1.735,4.13E-02,2.061,0.44,0.188,3.01E-02
ZNF133,1.055,1.46E-01,2.875,0.436,0.189,3.03E-02
NFIA,1.466,7.13E-02,2.476,0.434,0.189,3.06E-02
ATF3,1.793,3.65E-02,1.701,0.46,0.19,3.08E-02
ZNF140,1.29,9.84E-02,2.736,0.429,0.192,3.17E-02
ZNF92,1.21,1.13E-01,2.273,0.453,0.194,3.29E-02
CBX3,1.276,1.01E-01,2.567,0.435,0.195,3.33E-02
TEAD1,2.166,1.51E-02,1.763,0.442,0.196,3.38E-02
NR2F6,1.722,4.26E-02,2.207,0.429,0.196,3.38E-02
BANF1,1.732,4.17E-02,1.721,0.453,0.197,3.46E-02
DACOR1,1.047,1.48E-01,2.719,0.435,0.198,3.52E-02
CDCA2,1.202,1.15E-01,2.176,0.453,0.2,3.57E-02
JMJD6,2.181,1.46E-02,0.505,0.516,0.2,3.59E-02
ZNF26,1.032,1.51E-01,2.703,0.434,0.203,3.75E-02
ARID3A,1.588,5.61E-02,1.932,0.44,0.204,3.81E-02
GFI1B,1.036,1.50E-01,2.378,0.444,0.205,3.89E-02
ZNF320,1.494,6.76E-02,2.434,0.418,0.206,3.93E-02
PRDM14,1.183,1.18E-01,2.096,0.45,0.206,3.95E-02
NFIL3,1.215,1.12E-01,1.967,0.454,0.208,4.06E-02
GRHL3,1.689,4.56E-02,1.701,0.444,0.211,4.21E-02
CHD8,1.063,1.44E-01,1.903,0.461,0.213,4.36E-02
YAP1,1.465,7.15E-02,1.157,0.48,0.215,4.47E-02
ZNF248,0.94,1.74E-01,2.792,0.423,0.215,4.47E-02
POU2F1,0.931,1.76E-01,2.795,0.422,0.215,4.49E-02
BIRA,0.78,2.18E-01,1.936,0.48,0.215,4.49E-02
KLF16,1.406,7.98E-02,1.96,0.439,0.216,4.52E-02
ZNF586,0.902,1.84E-01,2.925,0.419,0.216,4.52E-02
ZNF331,0.943,1.73E-01,2.736,0.423,0.216,4.56E-02
ZNF436,1.149,1.25E-01,1.997,0.447,0.217,4.58E-02
ZNF766,0.975,1.65E-01,2.098,0.452,0.218,4.65E-02
ZNF506,1.012,1.56E-01,2.41,0.431,0.22,4.82E-02
ZNF563,1.021,1.54E-01,2.375,0.433,0.22,4.82E-02
HOXB13,1.088,1.38E-01,1.579,0.472,0.221,4.84E-02
SFPQ,0.922,1.78E-01,2.764,0.421,0.221,4.84E-02
STAT3,1.578,5.73E-02,0.801,0.486,0.224,5.08E-02
TCF7L1,1.118,1.32E-01,1.092,0.482,0.233,5.66E-02
CREBBP,0.664,2.54E-01,1.022,0.664,0.236,5.90E-02
SMAD4,0.986,1.62E-01,1.145,0.485,0.237,5.96E-02
SRF,1.65,4.95E-02,0.714,0.475,0.237,6.01E-02
HCFC1R1,1.081,1.40E-01,1.888,0.439,0.237,6.01E-02
FEZF1,1.39,8.23E-02,2.006,0.416,0.239,6.12E-02
TFAP2A,1.233,1.09E-01,1.17,0.467,0.239,6.18E-02
LMO2,1.211,1.13E-01,1.113,0.47,0.24,6.26E-02
TCF7,0.879,1.90E-01,1.895,0.451,0.241,6.32E-02
NOTCH3,0.825,2.05E-01,2.753,0.411,0.242,6.40E-02
ZNF781,0.879,1.90E-01,2.318,0.423,0.243,6.43E-02
STAT4,0.789,2.15E-01,1.616,0.471,0.243,6.46E-02
CRY1,0.87,1.92E-01,2.557,0.416,0.243,6.46E-02
RYBP,1.673,4.72E-02,0.394,0.48,0.244,6.52E-02
HNF1B,1.115,1.33E-01,1.656,0.443,0.244,6.57E-02
EBNA3C,1.518,6.45E-02,1.476,0.43,0.246,6.66E-02
SCRT1,1.05,1.47E-01,1.949,0.427,0.248,6.84E-02
PRDM12,0.833,2.02E-01,2.605,0.412,0.248,6.87E-02
HIRA,1.345,8.93E-02,1.71,0.422,0.249,6.93E-02
CEBPD,0.748,2.27E-01,1.071,0.501,0.253,7.29E-02
SCRT2,1.071,1.42E-01,2.241,0.406,0.255,7.48E-02
FOXO1,0.973,1.65E-01,1.214,0.462,0.256,7.51E-02
TOP1,1.447,7.39E-02,1.293,0.435,0.257,7.61E-02
LHX2,0.704,2.41E-01,1.554,0.47,0.257,7.67E-02
ZNF425,0.886,1.88E-01,2.138,0.417,0.258,7.77E-02
ZNF17,0.789,2.15E-01,2.532,0.408,0.259,7.80E-02
JUNB,0.804,2.11E-01,0.981,0.488,0.259,7.84E-02
ZTA,1.023,1.53E-01,2.249,0.405,0.26,7.87E-02
ZNF800,0.979,1.64E-01,2.366,0.402,0.26,7.93E-02
SOX4,1.448,7.38E-02,1.608,0.417,0.261,7.97E-02
NFIC,1.169,1.21E-01,1.72,0.42,0.261,8.00E-02
ZNF808,0.766,2.22E-01,2.668,0.406,0.261,8.00E-02
FOSL2,2.703,3.43E-03,0.721,0.426,0.261,8.03E-02
KDM3B,1.318,9.38E-02,1.114,0.444,0.262,8.07E-02
